UTILITYID,UTILNAME,STATE_CODE,YEAR,MONTH," RESIDENTIAL REVENUES ($1,000) ", RESIDENTIAL SALES (MWh) , RESIDENTIAL CUSTOMERS ," COMMERCIAL REVENUES ($1,000) ", COMMERCIAL SALES (MWh) , COMMERCIAL CUSTOMERS ," INDUSTRIAL REVENUES ($1,000) ", INDUSTRIAL SALES (MWh) , INDUSTRIAL CUSTOMERS ," TRANSPORTATION REVENUES ($1,000) ", TRANSPORTATION SALES (MWh) , TRANSPORTATION CUSTOMERS ," TOTAL REVENUES ($1,000) ", TOTAL SALES (MWh) , TOTAL CUSTOMERS 
5109,The DTE Electric Company,MI,2012,2," 167,691.82 "," 1,089,113.71 "," 1,926,513 "," 145,889.55 "," 1,241,928.12 "," 197,339 "," 74,144.67 "," 900,464.22 ", 809 , -   , -   , -   ," 387,726.04 "," 3,231,506.05 "," 2,124,661 "
9324,Indiana Michigan Power Co,MI,2012,2," 10,042.09 "," 105,038.48 "," 109,153 "," 6,022.01 "," 61,532.80 "," 17,699 "," 5,107.88 "," 66,591.71 ", 980 , -   , -   , -   ," 21,171.97 "," 233,162.99 "," 127,832 "
10704,City of Lansing - (MI),MI,2012,2," 5,500.00 "," 47,278.00 "," 83,233 "," 8,966.00 "," 90,877.00 "," 12,702 "," 2,391.00 "," 29,880.00 ", 273 , -   , -   , -   ," 16,857.00 "," 168,035.00 "," 96,208 "
13780,Northern States Power Co,MI,2012,2, 559.80 ," 5,270.60 "," 7,739 ", 522.49 ," 5,466.35 "," 1,315 ", 202.02 ," 3,066.00 ", 2 , -   , -   , -   ," 1,284.31 "," 13,802.95 "," 9,056 "
19578,Upper Peninsula Power Co,MI,2012,2," 4,023.00 "," 21,761.80 "," 46,223 "," 2,928.30 "," 20,063.70 "," 5,711 "," 1,450.20 "," 22,076.70 ", 10 , -   , -   , -   ," 8,401.50 "," 63,902.20 "," 51,944 "
20847,Wisconsin Electric Power Co,MI,2012,2," 2,166.00 "," 13,239.00 "," 24,487 "," 1,700.00 "," 11,910.00 "," 3,071 "," 12,735.00 "," 205,221.00 ", 10 , -   , -   , -   ," 16,601.00 "," 230,370.00 "," 27,568 "
20860,Wisconsin Public Service Corp,MI,2012,2, 555.90 ," 5,339.88 "," 8,013 ", 235.87 ," 2,241.68 ", 904 ," 1,025.13 "," 15,786.07 ", 43 , -   , -   , -   ," 1,816.89 "," 23,367.63 "," 8,960 "
88888,Total EPM,MI,2012,2," 357,894.00 "," 2,654,167.00 "," 4,252,775 "," 309,979.00 "," 2,905,097.00 "," 520,790 "," 200,281.00 "," 2,705,010.00 "," 12,903 ", 58.00 , 749.00 , 1 ," 868,211.00 "," 8,265,023.00 "," 4,786,469 "
0,Adjustment 2012,MN,2012,2," 83,103.04 "," 796,064.59 "," 666,472 "," 34,457.47 "," 375,645.56 "," 71,478 "," 30,881.79 "," 422,787.28 "," 5,733 ", 0.03 , 0.19 , -   ," 148,442.33 "," 1,594,497.62 "," 743,683 "
689,Connexus Energy,MN,2012,2," 10,114.81 "," 83,792.55 "," 114,531 "," 5,211.38 "," 57,863.20 "," 11,254 ", 778.32 ," 9,257.47 ", 395 , -   , -   , -   ," 16,104.51 "," 150,913.22 "," 126,180 "
5574,East Central Energy,MN,2012,2," 5,810.61 "," 48,307.63 "," 47,557 "," 2,133.98 "," 22,655.22 "," 5,062 ", 457.92 ," 7,320.45 ", 142 , -   , -   , -   ," 8,402.50 "," 78,283.30 "," 52,761 "
9417,Interstate Power and Light Co,MN,2012,2," 2,449.00 "," 25,373.00 "," 35,670 "," 1,082.00 "," 12,559.00 "," 6,718 "," 1,846.00 "," 27,580.00 ", 606 , -   , -   , -   ," 5,377.00 "," 65,512.00 "," 42,994 "
10596,City of Lake Crystal - (MN),MN,2012,2, 90.00 , 584.00 ," 1,033 ", 88.00 , 663.00 , 177 , -   , -   , -   , -   , -   , -   , 178.00 ," 1,247.00 "," 1,210 "
12647,Minnesota Power Inc,MN,2012,2," 8,592.44 "," 94,348.14 "," 121,118 "," 8,811.16 "," 108,996.40 "," 22,136 "," 29,670.59 "," 560,689.92 ", 416 , -   , -   , -   ," 47,074.18 "," 764,034.46 "," 143,670 "
13781,Northern States Power Co - Minnesota,MN,2012,2," 75,384.40 "," 675,473.71 "," 1,097,054 "," 84,509.82 "," 1,027,757.22 "," 134,193 "," 42,758.93 "," 655,318.33 ", 454 , 128.12 ," 1,495.00 ", 1 ," 202,781.27 "," 2,360,044.25 "," 1,231,702 "
13815,Northwestern Wisconsin Elec Co,MN,2012,2, 3.74 , 30.48 , 56 , 1.53 , 10.78 , 22 , -   , -   , -   , -   , -   , -   , 5.27 , 41.25 , 78 
14232,Otter Tail Power Co,MN,2012,2," 4,770.68 "," 60,102.00 "," 46,706 "," 6,541.33 "," 98,914.84 "," 11,830 "," 2,162.13 "," 41,427.20 ", 11 , -   , -   , -   ," 13,474.14 "," 200,444.04 "," 58,547 "
16181,Rochester Public Utilities,MN,2012,2," 2,964.46 "," 25,279.59 "," 44,743 "," 4,862.02 "," 50,176.11 "," 4,704 "," 1,549.02 "," 18,639.62 ", 2 , -   , -   , -   ," 9,375.49 "," 94,095.32 "," 49,449 "
17267,Sioux Valley SW Elec Coop,MN,2012,2, 614.32 ," 6,934.04 "," 2,711 ", 39.80 , 397.21 , 174 , 153.96 ," 2,249.44 ", 78 , -   , -   , -   , 808.08 ," 9,580.69 "," 2,963 "
20996,Wright-Hennepin Coop Elec Assn,MN,2012,2," 5,065.69 "," 50,794.29 "," 42,131 "," 1,956.80 "," 23,693.10 "," 5,138 ", 380.57 ," 5,062.20 ", 68 , -   , -   , -   ," 7,403.06 "," 79,549.59 "," 47,337 "
25177,Dakota Electric Association,MN,2012,2," 8,230.00 "," 68,267.00 "," 94,229 ", 547.00 ," 4,423.00 "," 4,683 "," 5,184.00 "," 65,517.00 "," 2,944 ", -   , -   , -   ," 13,961.00 "," 138,207.00 "," 101,856 "
88888,Total EPM,MN,2012,2," 207,193.00 "," 1,935,351.00 "," 2,314,011 "," 150,242.00 "," 1,783,755.00 "," 277,569 "," 115,823.00 "," 1,815,849.00 "," 10,849 ", 128.00 ," 1,495.00 ", 1 ," 473,387.00 "," 5,536,450.00 "," 2,602,430 "
0,Adjustment 2012,MO,2012,2," 85,480.95 "," 887,875.68 "," 809,299 "," 29,741.43 "," 334,937.42 "," 101,495 "," 24,506.22 "," 377,566.51 "," 2,465 ", (0.96), (45.50), -   ," 139,727.64 "," 1,600,334.11 "," 913,259 "
3093,Carroll Electric Coop Corp - (AR),MO,2012,2, 891.31 ," 10,795.96 "," 10,574 ", 114.65 ," 1,495.48 ", 765 , -   , -   , -   , -   , -   , -   ," 1,005.96 "," 12,291.43 "," 11,339 "
4675,Cuivre River Electric Coop Inc,MO,2012,2," 7,000.66 "," 86,213.13 "," 54,698 ", 769.51 ," 9,052.76 "," 4,837 "," 1,233.32 "," 19,949.00 ", 192 , -   , -   , -   ," 9,003.48 "," 115,214.88 "," 59,727 "
5860,Empire District Electric Co,MO,2012,2," 17,668.95 "," 156,175.03 "," 124,603 "," 12,100.70 "," 116,959.29 "," 23,138 "," 4,912.96 "," 64,274.59 ", 284 , -   , -   , -   ," 34,682.61 "," 337,408.90 "," 148,025 "
9231,City of Independence - (MO),MO,2012,2," 4,601.98 "," 37,162.83 "," 51,065 "," 4,161.57 "," 35,407.27 "," 5,155 ", 382.72 ," 4,516.48 ", 11 , -   , -   , -   ," 9,146.28 "," 77,086.58 "," 56,231 "
10000,Kansas City Power & Light Co,MO,2012,2," 18,147.56 "," 195,193.46 "," 240,163 "," 27,129.87 "," 338,593.30 "," 31,203 "," 7,352.02 "," 121,043.02 "," 1,040 ", -   , -   , -   ," 52,629.45 "," 654,829.79 "," 272,406 "
12698,KCP&L Greater Missouri Operations Co.,MO,2012,2," 25,325.48 "," 281,132.16 "," 273,984 "," 16,971.71 "," 237,683.33 "," 38,297 "," 5,427.86 "," 105,968.80 ", 244 , -   , -   , -   ," 47,725.05 "," 624,784.29 "," 312,525 "
17833,City Utilities of Springfield - (MO),MO,2012,2," 7,128.58 "," 84,526.38 "," 95,707 "," 9,506.40 "," 123,870.02 "," 14,065 "," 2,285.54 "," 33,337.90 ", 288 , -   , -   , -   ," 18,920.52 "," 241,734.29 "," 110,060 "
19436,Union Electric Co - (MO),MO,2012,2," 85,323.34 "," 1,088,161.84 "," 1,036,101 "," 68,966.67 "," 1,102,329.08 "," 152,087 "," 28,286.46 "," 673,307.29 "," 4,380 ", 123.67 ," 2,501.21 ", 1 ," 182,700.14 "," 2,866,299.41 "," 1,192,569 "
88888,Total EPM,MO,2012,2," 251,569.00 "," 2,827,236.00 "," 2,696,194 "," 169,463.00 "," 2,300,328.00 "," 371,042 "," 74,387.00 "," 1,399,964.00 "," 8,904 ", 123.00 ," 2,456.00 ", 1 ," 495,541.00 "," 6,529,984.00 "," 3,076,141 "
0,Adjustment 2012,MS,2012,2," 57,213.77 "," 521,800.57 "," 489,840 "," 30,916.05 "," 265,380.76 "," 92,551 "," 24,812.53 "," 293,994.89 "," 2,583 ", -   , -   , -   ," 112,942.35 "," 1,081,176.22 "," 584,974 "
3841,Coast Electric Power Assn,MS,2012,2," 9,432.00 "," 76,491.00 "," 71,837 "," 3,125.00 "," 27,194.00 "," 6,515 "," 1,150.00 "," 16,474.00 ", 8 , -   , -   , -   ," 13,707.00 "," 120,159.00 "," 78,360 "
6641,4-County Electric Power Assn,MS,2012,2," 5,179.00 "," 48,239.00 "," 37,320 "," 2,062.00 "," 16,128.00 "," 8,566 ", 983.00 ," 12,219.00 ", 17 , -   , -   , -   ," 8,224.00 "," 76,586.00 "," 45,903 "
12685,Entergy Mississippi Inc,MS,2012,2," 36,592.06 "," 406,386.50 "," 367,616 "," 34,329.34 "," 402,611.86 "," 67,254 "," 12,232.18 "," 185,480.70 "," 3,514 ", -   , -   , -   ," 83,153.58 "," 994,479.06 "," 438,384 "
12686,Mississippi Power Co,MS,2012,2," 14,038.00 "," 135,342.00 "," 152,375 "," 17,394.00 "," 216,349.00 "," 33,275 "," 18,795.00 "," 369,485.00 ", 485 , -   , -   , -   ," 50,227.00 "," 721,176.00 "," 186,135 "
17252,Singing River Elec Pwr Assn,MS,2012,2," 7,861.18 "," 67,642.20 "," 62,242 "," 2,756.89 "," 24,584.62 "," 8,317 ", 776.03 ," 10,621.66 ", 10 , -   , -   , -   ," 11,394.10 "," 102,848.48 "," 70,569 "
17647,Southern Pine Elec Power Assn,MS,2012,2," 7,803.00 "," 65,995.00 "," 60,272 "," 2,740.00 "," 22,992.00 "," 5,052 "," 5,140.00 "," 58,073.00 ", 46 , -   , -   , -   ," 15,683.00 "," 147,060.00 "," 65,370 "
18642,Tennessee Valley Authority,MS,2012,2, -   , -   , -   , -   , -   , -   ," 17,351.00 "," 387,402.00 ", 7 , -   , -   , -   ," 17,351.00 "," 387,402.00 ", 7 
19273,City of Tupelo - (MS),MS,2012,2, 991.00 ," 11,269.00 "," 10,860 "," 2,047.00 "," 21,819.00 "," 4,539 "," 1,093.00 "," 17,115.00 ", 11 , -   , -   , -   ," 4,131.00 "," 50,203.00 "," 15,410 "
88888,Total EPM,MS,2012,2," 139,110.00 "," 1,333,165.00 "," 1,252,362 "," 95,370.00 "," 997,059.00 "," 226,069 "," 82,333.00 "," 1,350,865.00 "," 6,681 ", -   , -   , -   ," 316,813.00 "," 3,681,090.00 "," 1,485,112 "
0,Adjustment 2012,MT,2012,2," 10,146.03 "," 104,052.52 "," 85,172 "," 5,882.06 "," 77,257.31 "," 12,071 "," 11,870.29 "," 250,894.73 "," 3,807 ", -   , -   , -   ," 27,898.39 "," 432,204.56 "," 101,050 "
6395,Flathead Electric Coop Inc,MT,2012,2," 5,912.00 "," 79,112.00 "," 51,846 "," 2,480.00 "," 40,276.00 "," 9,536 ", 925.00 ," 18,664.00 ", 82 , -   , -   , -   ," 9,317.00 "," 138,052.00 "," 61,464 "
8936,Hinson Power Company LLC,MT,2012,2, -   , -   , -   , -   , -   , -   , 17.93 , 696.00 , 1 , -   , -   , -   , 17.93 , 696.00 , 1 
12087,McKenzie Electric Coop Inc,MT,2012,2, 7.38 , 73.13 , 124 , 0.03 , 0.03 , 1 , -   , -   , -   , -   , -   , -   , 7.41 , 73.16 , 125 
12199,Montana-Dakota Utilities Co,MT,2012,2," 1,257.00 "," 16,437.00 "," 19,085 "," 1,408.00 "," 21,225.00 "," 5,341 "," 1,454.00 "," 27,702.00 ", 143 , -   , -   , -   ," 4,119.00 "," 65,364.00 "," 24,569 "
12692,"Missoula Electric Coop, Inc",MT,2012,2," 1,417.34 "," 16,265.48 "," 12,398 ", 295.45 ," 3,733.95 "," 1,273 ", 77.01 ," 1,262.87 ", 281 , -   , -   , -   ," 1,789.80 "," 21,262.29 "," 13,952 "
12825,NorthWestern Energy LLC - (MT),MT,2012,2," 23,181.60 "," 217,137.11 "," 274,085 "," 26,180.33 "," 261,225.60 "," 65,371 "," 2,408.52 "," 34,540.29 ", 59 , -   , -   , -   ," 51,770.45 "," 512,903.00 "," 339,515 "
19156,Powder River Energy Corp,MT,2012,2, 5.07 , 64.39 , 44 , 201.25 ," 1,920.79 ", 177 , 506.29 ," 9,093.00 ", 63 , -   , -   , -   , 712.61 ," 11,078.18 ", 284 
19545,Black Hills Power Inc,MT,2012,2, 0.47 , 5.70 , 12 , 3.54 , 35.72 , 19 , 198.37 ," 4,183.04 ", 2 , -   , -   , -   , 202.38 ," 4,224.46 ", 33 
19603,USBIA-Mission Valley Power,MT,2012,2," 1,789.00 "," 27,391.00 "," 14,460 ", 861.00 ," 12,407.00 "," 6,321 ", -   , -   , -   , -   , -   , -   ," 2,650.00 "," 39,798.00 "," 20,781 "
20169,Avista Corp,MT,2012,2, 1.97 , 23.20 , 10 , 4.46 , 51.29 , 13 , -   , -   , -   , -   , -   , -   , 6.43 , 74.49 , 23 
20997,Yellowstone Valley Elec Co-op,MT,2012,2," 2,305.10 "," 19,568.87 "," 15,565 ", 544.07 ," 4,947.09 "," 1,425 ", 6.89 , 12.46 , 185 , -   , -   , -   ," 2,856.06 "," 24,528.42 "," 17,175 "
88888,Total EPM,MT,2012,2," 46,023.00 "," 480,130.00 "," 472,801 "," 37,860.00 "," 423,080.00 "," 101,548 "," 17,464.00 "," 347,048.00 "," 4,623 ", -   , -   , -   ," 101,347.00 "," 1,250,259.00 "," 578,972 "
0,Adjustment 2012,NC,2012,2," 135,644.52 "," 1,113,231.20 "," 1,156,144 "," 65,925.69 "," 595,314.88 "," 152,009 "," 23,852.48 "," 320,279.90 "," 1,266 ", (0.00), 0.03 , (5)," 225,422.68 "," 2,028,826.01 "," 1,309,414 "
3046,Progress Energy Carolinas Inc,NC,2012,2," 125,882.32 "," 1,211,574.96 "," 1,092,100 "," 85,213.99 "," 975,053.17 "," 188,728 "," 42,191.99 "," 661,198.13 "," 3,794 ", -   , -   , -   ," 253,288.30 "," 2,847,826.27 "," 1,284,622 "
5416,"Duke Energy Carolinas, LLC",NC,2012,2," 164,428.40 "," 1,633,756.23 "," 1,592,911 "," 127,120.15 "," 1,650,979.29 "," 262,172 "," 60,742.45 "," 1,053,871.76 "," 5,114 ", 41.55 , 531.96 , 8 ," 352,332.55 "," 4,339,139.24 "," 1,860,205 "
6235,Public Works Comm-City of Fayetteville,NC,2012,2," 7,916.00 "," 75,796.00 "," 70,268 "," 5,693.00 "," 62,118.00 "," 16,226 "," 1,360.00 "," 23,767.00 ", 18 , -   , -   , -   ," 14,969.00 "," 161,681.00 "," 86,512 "
9837,Jones-Onslow Elec Member Corp,NC,2012,2," 8,245.00 "," 76,856.00 "," 63,348 "," 1,657.00 "," 17,056.00 "," 4,941 ", 138.00 ," 1,702.00 ", 3 , -   , -   , -   ," 10,040.00 "," 95,614.00 "," 68,292 "
16496,Rutherford Elec Member Corp,NC,2012,2," 9,049.00 "," 86,000.00 "," 62,294 "," 1,206.00 "," 11,038.00 "," 4,995 "," 1,004.00 "," 13,634.00 ", 38 , -   , -   , -   ," 11,259.00 "," 110,672.00 "," 67,327 "
18642,Tennessee Valley Authority,NC,2012,2, -   , -   , -   , -   , -   , -   , 36.00 , 386.00 , 3 , -   , -   , -   , 36.00 , 386.00 , 3 
19876,Virginia Electric & Power Co,NC,2012,2," 12,036.94 "," 120,204.00 "," 100,913 "," 6,112.83 "," 70,842.00 "," 17,667 "," 6,953.17 "," 125,329.00 ", 50 , -   , -   , -   ," 25,102.94 "," 316,375.00 "," 118,630 "
24889,Brunswick Electric Member Corp,NC,2012,2," 9,715.00 "," 77,482.00 "," 80,459 "," 1,846.00 "," 18,909.00 "," 2,552 ", -   , -   , -   , -   , -   , -   ," 11,561.00 "," 96,391.00 "," 83,011 "
88888,Total EPM,NC,2012,2," 472,917.00 "," 4,394,900.00 "," 4,218,437 "," 294,775.00 "," 3,401,310.00 "," 649,290 "," 136,278.00 "," 2,200,168.00 "," 10,286 ", 42.00 , 532.00 , 3 ," 904,011.00 "," 9,996,911.00 "," 4,878,016 "
0,Adjustment 2012,ND,2012,2," 4,703.92 "," 52,561.42 "," 44,506 "," 3,952.90 "," 51,193.49 "," 7,843 "," 6,846.98 "," 116,643.78 "," 1,331 ", -   , -   , -   ," 15,503.79 "," 220,398.69 "," 53,680 "
4717,Dakota Valley Elec Coop Inc,ND,2012,2, 899.85 ," 11,549.83 "," 5,185 ", 364.51 ," 5,033.23 ", 609 ," 1,934.13 "," 33,940.11 ", 346 , -   , -   , -   ," 3,198.49 "," 50,523.18 "," 6,140 "
12087,McKenzie Electric Coop Inc,ND,2012,2, 885.61 ," 11,970.57 "," 5,575 "," 1,698.32 "," 18,722.76 "," 1,739 "," 2,000.41 "," 31,825.72 ", 10 , -   , -   , -   ," 4,584.35 "," 62,519.06 "," 7,324 "
12090,"McLean Electric Coop, Inc",ND,2012,2, 417.00 ," 4,142.00 "," 3,051 ", 193.00 ," 1,684.00 ", 390 , 227.00 ," 3,632.00 ", 61 , -   , -   , -   , 837.00 ," 9,458.00 "," 3,502 "
12199,Montana-Dakota Utilities Co,ND,2012,2," 4,816.00 "," 63,638.00 "," 66,626 "," 5,622.00 "," 78,852.00 "," 12,552 ", 653.00 ," 10,810.00 ", 103 , -   , -   , -   ," 11,091.00 "," 153,300.00 "," 79,281 "
12301,Nodak Electric Coop Inc,ND,2012,2," 3,828.00 "," 41,947.00 "," 16,951 ", -   , -   , -   ," 4,086.00 "," 65,060.00 ", 499 , -   , -   , -   ," 7,914.00 "," 107,007.00 "," 17,450 "
13196,Northern Plains Electric Coop,ND,2012,2," 1,797.00 "," 24,472.00 "," 9,800 ", 508.00 ," 6,606.00 "," 1,417 ", 562.00 ," 8,513.00 ", 12 , -   , -   , -   ," 2,867.00 "," 39,591.00 "," 11,229 "
13694,"North Central Elec Coop, Inc",ND,2012,2, 949.74 ," 13,889.21 "," 5,880 ", 883.45 ," 10,439.93 "," 1,541 ", 26.19 , 409.02 , 4 , -   , -   , -   ," 1,859.38 "," 24,738.16 "," 7,425 "
13781,Northern States Power Co - Minnesota,ND,2012,2," 6,173.72 "," 73,918.41 "," 76,489 "," 6,550.70 "," 87,562.13 "," 12,306 "," 1,509.38 "," 25,023.21 ", 20 , -   , -   , -   ," 14,233.79 "," 186,503.75 "," 88,815 "
14232,Otter Tail Power Co,ND,2012,2," 4,844.73 "," 67,821.83 "," 44,503 "," 6,848.36 "," 101,896.34 "," 12,602 ", 405.62 ," 6,390.58 ", 2 , -   , -   , -   ," 12,098.72 "," 176,108.75 "," 57,107 "
19790,Verendrye Electric Coop Inc,ND,2012,2," 1,659.00 "," 22,057.00 "," 12,262 ", 822.00 ," 10,952.00 "," 1,546 ", 835.00 ," 15,731.00 ", 64 , -   , -   , -   ," 3,316.00 "," 48,740.00 "," 13,872 "
20413,Mountrail-Williams Elec Coop,ND,2012,2," 1,076.41 "," 14,434.57 "," 7,051 "," 1,175.85 "," 12,269.76 "," 2,149 "," 6,078.75 "," 59,432.01 "," 1,646 ", -   , -   , -   ," 8,331.01 "," 86,136.34 "," 10,846 "
24949,Cass County Elec Coop Inc,ND,2012,2," 5,342.00 "," 55,634.00 "," 31,956 "," 3,091.00 "," 34,391.00 "," 4,430 ", 817.00 ," 11,786.00 ", 21 , -   , -   , -   ," 9,250.00 "," 101,811.00 "," 36,407 "
55959,Roughrider Electric Cooperativ,ND,2012,2, 989.78 ," 14,892.09 "," 8,597 "," 1,686.52 "," 19,902.72 "," 2,865 "," 1,232.31 "," 18,354.83 ", 56 , -   , -   , -   ," 3,908.61 "," 53,149.63 "," 11,518 "
88888,Total EPM,ND,2012,2," 38,383.00 "," 472,928.00 "," 338,432 "," 33,397.00 "," 439,505.00 "," 61,989 "," 27,214.00 "," 407,551.00 "," 4,175 ", -   , -   , -   ," 98,993.00 "," 1,319,985.00 "," 404,596 "
0,Adjustment 2012,NE,2012,2," 24,554.84 "," 263,142.08 "," 200,873 "," 16,397.55 "," 196,319.50 "," 48,404 "," 19,648.57 "," 225,339.70 "," 29,634 ", -   , -   , -   ," 60,600.97 "," 684,801.27 "," 278,911 "
4373,Cornhusker Public Power Dist,NE,2012,2," 1,001.97 "," 9,890.03 "," 6,828 ", 462.20 ," 6,013.81 ", 433 , 437.94 ," 8,156.40 "," 2,210 ", -   , -   , -   ," 1,902.11 "," 24,060.24 "," 9,471 "
4911,Dawson Power District,NE,2012,2," 2,164.00 "," 23,937.00 "," 15,489 ", 562.00 ," 6,500.00 "," 1,507 ", 355.00 ," 6,700.00 "," 5,591 ", -   , -   , -   ," 3,081.00 "," 37,137.00 "," 22,587 "
6779,City of Fremont - (NE),NE,2012,2, 893.00 ," 13,208.00 "," 12,617 ", 264.00 ," 3,520.00 "," 1,587 "," 1,029.00 "," 19,251.00 ", 472 , -   , -   , -   ," 2,186.00 "," 35,979.00 "," 14,676 "
8245,City of Hastings - (NE),NE,2012,2, 712.56 ," 8,826.57 "," 10,750 ", 663.13 ," 8,810.24 "," 2,332 "," 1,021.11 "," 19,322.00 ", 41 , -   , -   , -   ," 2,396.79 "," 36,958.81 "," 13,123 "
11018,Lincoln Electric System,NE,2012,2," 7,266.26 "," 99,377.00 "," 113,449 "," 7,264.14 "," 111,988.00 "," 15,951 "," 2,164.34 "," 36,884.00 ", 192 , -   , -   , -   ," 16,694.74 "," 248,249.00 "," 129,592 "
11251,Loup River Public Power Dist,NE,2012,2," 1,973.00 "," 27,206.00 "," 14,767 "," 1,312.00 "," 17,837.00 "," 3,970 "," 2,908.00 "," 47,399.00 ", 49 , -   , -   , -   ," 6,193.00 "," 92,442.00 "," 18,786 "
12539,Midwest Electric Member Corp,NE,2012,2, 364.91 ," 3,385.02 "," 3,161 ", 285.68 ," 3,134.44 "," 1,148 ", -   , -   ," 1,902 ", -   , -   , -   , 650.59 ," 6,519.46 "," 6,211 "
13337,Nebraska Public Power District,NE,2012,2," 8,515.40 "," 82,923.20 "," 69,363 "," 7,710.50 "," 91,941.00 "," 17,824 "," 5,435.00 "," 101,651.80 ", 793 , -   , -   , -   ," 21,660.90 "," 276,516.00 "," 87,980 "
13664,Norris Public Power District,NE,2012,2," 2,029.00 "," 25,167.00 "," 12,997 ", 518.00 ," 5,148.00 "," 3,527 "," 2,107.00 "," 35,163.00 "," 1,592 ", -   , -   , -   ," 4,654.00 "," 65,478.00 "," 18,116 "
14127,Omaha Public Power District,NE,2012,2," 24,829.00 "," 278,336.00 "," 307,298 "," 22,475.00 "," 283,288.00 "," 43,349 "," 14,154.00 "," 251,137.00 ", 209 , -   , -   , -   ," 61,458.00 "," 812,761.00 "," 350,856 "
17642,Southern Public Power District,NE,2012,2," 1,970.87 "," 24,513.11 "," 15,015 ", 351.68 ," 3,383.96 "," 2,328 "," 2,449.10 "," 42,624.79 "," 9,313 ", -   , -   , -   ," 4,771.64 "," 70,521.86 "," 26,656 "
27058,"High West Energy, Inc",NE,2012,2, 202.00 ," 1,963.00 "," 1,744 ", 86.00 , 795.00 , 61 , 300.00 ," 3,345.00 "," 1,176 ", -   , -   , -   , 588.00 ," 6,103.00 "," 2,981 "
40606,City of Grand Island - (NE),NE,2012,2," 1,525.26 "," 18,116.35 "," 20,197 "," 1,242.12 "," 14,338.89 "," 4,302 "," 1,812.31 "," 26,611.42 ", 91 , -   , -   , -   ," 4,579.70 "," 59,066.66 "," 24,590 "
88888,Total EPM,NE,2012,2," 78,002.00 "," 879,990.00 "," 804,548 "," 59,594.00 "," 753,018.00 "," 146,723 "," 53,821.00 "," 823,585.00 "," 53,265 ", -   , -   , -   ," 191,417.00 "," 2,456,593.00 "," 1,004,536 "
0,Adjustment 2012,NH,2012,2, 838.99 ," 6,415.33 "," 12,970 "," 21,095.95 "," 176,314.68 "," 16,801 "," 13,578.55 "," 124,940.41 ", 823 , -   , -   , -   ," 35,513.49 "," 307,670.42 "," 30,594 "
13441,New Hampshire Elec Coop Inc,NH,2012,2," 7,656.00 "," 42,953.00 "," 68,291 "," 2,396.00 "," 14,785.00 "," 9,775 "," 1,041.00 "," 11,488.00 ", 7 , -   , -   , -   ," 11,093.00 "," 69,226.00 "," 78,073 "
15472,Public Service Co of NH,NH,2012,2," 45,010.13 "," 274,858.25 "," 419,939 "," 19,479.12 "," 127,338.22 "," 61,645 "," 3,268.47 "," 17,643.70 "," 2,423 ", -   , -   , -   ," 67,757.72 "," 419,840.17 "," 484,007 "
24590,Unitil Energy Systems,NH,2012,2," 6,258.77 "," 43,776.93 "," 63,409 "," 3,008.96 "," 20,589.47 "," 10,879 ", 573.86 ," 4,835.57 ", 44 , -   , -   , -   ," 9,841.59 "," 69,201.97 "," 74,332 "
26510,Granite State Electric Co,NH,2012,2," 3,479.71 "," 24,394.80 "," 35,620 "," 2,682.30 "," 20,708.55 "," 5,338 ", 224.84 ," 1,684.87 ", 177 , -   , -   , -   ," 6,386.85 "," 46,788.22 "," 41,135 "
88888,Total EPM,NH,2012,2," 63,244.00 "," 392,398.00 "," 600,229 "," 48,662.00 "," 359,736.00 "," 104,438 "," 18,687.00 "," 160,593.00 "," 3,474 ", -   , -   , -   ," 130,593.00 "," 912,727.00 "," 708,141 "
0,Adjustment 2012,NJ,2012,2," 49,250.10 "," 322,035.51 "," 440,370 "," 251,551.13 "," 2,051,030.83 "," 116,251 "," 56,857.02 "," 526,710.42 "," 3,666 "," 1,984.02 "," 21,631.67 ", 5 ," 359,642.26 "," 2,921,408.43 "," 560,292 "
963,Atlantic City Electric Co,NJ,2012,2," 43,864.39 "," 270,447.03 "," 416,887 "," 12,359.65 "," 86,869.84 "," 47,578 ", 752.67 ," 7,716.81 ", 621 , -   , -   , -   ," 56,976.70 "," 365,033.67 "," 465,086 "
9726,Jersey Central Power & Lt Co,NJ,2012,2," 89,246.01 "," 597,076.45 "," 838,608 "," 32,310.94 "," 221,252.29 "," 90,051 "," 2,593.17 "," 22,365.27 "," 1,436 ", -   , -   , -   ," 124,150.11 "," 840,694.01 "," 930,095 "
